,analysis date,city,cityid,cloudiness,country,groupingid,humidity,lat,long,max temp,wind speed
54,2018-09-06 05:56:00,Lahaina,5849996,1,US,2,76,-156.68,20.87,78.98,25.28
55,2018-09-06 06:27:20,Mar del Plata,3863379,44,AR,2,51,-67.52,-46.43,52.05,23.2
56,2018-09-06 06:30:47,Wajima,1848976,92,JP,2,77,136.9,37.4,79.41,10.0
57,2018-09-06 06:00:00,Magsaysay,1703773,75,PH,2,94,125.15,6.76,80.6,2.24
58,2018-09-06 06:30:00,Tarut,101554,0,SA,2,71,50.06,26.57,100.4,13.87
59,2018-09-06 06:30:49,Karratha,6620339,0,AU,2,52,116.85,-20.74,61.32,5.75
60,2018-09-06 05:50:00,Bose,6457397,75,IT,2,82,8.01,45.46,78.8,3.36
61,2018-09-06 05:53:00,Portland,5746545,1,US,2,83,-122.67,45.52,60.08,2.17
62,2018-09-06 05:42:00,Lazaro Cardenas,3996234,90,MX,2,82,-105.62,28.39,64.4,3.36
63,2018-09-06 06:30:52,Calvinia,3369174,48,ZA,2,60,19.78,-31.47,43.32,10.0
64,2018-09-06 06:30:52,Vaini,1273574,92,IN,2,98,74.49,15.34,70.14,5.19
65,2018-09-06 05:56:00,Kapaa,5848280,90,US,2,93,-159.32,22.08,75.92,19.46
66,2018-09-06 06:30:54,Rio Claro,3451234,0,BR,2,54,-47.56,-22.41,75.63,5.64
67,2018-09-06 05:00:00,Mattawa,6067959,75,CA,2,87,-78.7,46.32,57.2,5.82
68,2018-09-06 05:50:00,Varhaug,3132644,75,NO,2,100,5.65,58.61,59.0,4.7
69,2018-09-06 06:30:55,Butaritari,2110227,80,KI,2,100,172.79,3.07,84.09,2.39
70,2018-09-06 05:54:00,Albany,5106834,75,US,2,59,-73.75,42.65,87.98,4.7
71,2018-09-06 06:00:00,Arraial do Cabo,3471451,40,BR,2,69,-42.02,-22.97,73.4,3.36
72,2018-09-06 05:56:00,Lowell,4942618,20,US,2,65,-71.32,42.63,89.06,10.29
73,2018-09-06 06:00:00,Keflavik,3415496,75,IS,2,76,-22.56,64.0,53.6,27.51
74,2018-09-06 06:30:59,La Cruz,4002745,76,MX,2,88,-106.89,23.92,77.79,3.06
75,2018-09-06 05:50:00,Rorvik,3141310,0,NO,2,56,11.24,64.86,69.8,9.17
76,2018-09-06 06:31:00,Awbari,2219235,0,LY,2,11,12.77,26.59,99.66,11.56
